id,cat,baby,praat_f0_mean_c,praat_f0_median_c,praat_f0_std_c,praat_f0_min_c,praat_f0_max_c,praat_f0_first_quart_c,praat_f0_third_quart_c,praat_f0_iqr_c,praat_f1_mean_c,praat_f1_median_c,praat_f1_std_c,praat_f1_min_c,praat_f1_max_c,praat_f1_first_quart_c,praat_f1_third_quart_c,praat_f1_iqr_c,praat_f2_mean_c,praat_f2_median_c,praat_f2_std_c,praat_f2_min_c,praat_f2_max_c,praat_f2_first_quart_c,praat_f2_third_quart_c,praat_f2_iqr_c,praat_it_mean_c,praat_it_median_c,praat_it_std_c,praat_it_min_c,praat_it_max_c,praat_it_first_quart_c,praat_it_third_quart_c,praat_it_iqr_c,praat_ittrv_mean_c,praat_ittrv_median_c,praat_ittrv_std_c,praat_ittrv_max_c,praat_ittrv_first_quar_c,praat_ittrv_third_quar_c,praat_ittrv_iqr_c,praat_vowtrv_mean_c,praat_vowtrv_median_c,praat_vowtrv_std_c,praat_vowtrv_max_c,praat_vowtrv_first_quart_c,praat_vowtrv_third_quart_c,praat_vowtrv_iqr_c,praat_f0trv_mean_c,praat_f0trv_median_c,praat_f0trv_std_c,praat_f0trv_max_c,praat_f0trv_first_quart_c,praat_f0trv_third_quart_c,praat_f0trv_iqr_c,praat_f0_range_c,praat_f1_range_c,praat_f2_range_c,praat_it_range_c,praat_ittrv_range_c,praat_vowtrv_range_c,praat_f0trv_range_c,praat_f0trv_rate_median_c,praat_f0trv_rate_iqr_c,praat_vowtrv_rate_median_c,praat_vowtrv_rate_iqr_c,praat_ittrv_rate_media_c,praat_ittrv_rate_iqr_c,praat_f0_trv_rate_default_c,praat_vowtrv_rate_default_c,praat_ittrv_rate_defau_c,mir_attack_mean_c,mir_attack_std_c,mir_attack_range_c,mir_attack_min_c,mir_attack_1q_c,mir_attack_med_c,mir_attack_3q_c,mir_attack_max_c,mir_attack_dist_c,mir_attack_iqr_c,mir_roughness_mean_c,mir_roughness_std_c,mir_roughness_range_c,mir_roughness_1q_c,mir_roughness_med_c,mir_roughness_3q_c,mir_roughness_max_c,mir_roughness_dist_c,mir_rolloff85_c,mir_inharmonicity_c,mir_roughness_iqr_c,mir_tempo_c,mir_pulseclarity_c,tm_peak_hz_c,tm_peak_idx_c,tm_std_idx_c,tm_std_hz_c,npvi_phrase_c,npvi_total_c,npvi_num_events_c
NYA03C,ad song,.82539684,1.0857803,.92864883,1.6765081,-.44929439,.70995975,.52069736,1.3204644,1.8564632,1.0515453,1.0368462,.33107463,-.85222226,-.35971135,1.4413236,.62963033,.15869644,.72562885,.85408211,-.76429278,.1988868,-.4153322,1.3350754,.18134263,-1.3203548,.83177894,.63270736,-.60350466,.39025092,.67621547,.74516386,.73211539,-.088074058,-.84730458,-.1897521,-.851197,.61087382,-.40187541,-.50506425,-.59017318,-1.2843684,-1.3898116,-.94526356,.33996826,-1.5107409,-1.3977284,-1.3435836,-.21972324,-.59794986,.30044779,.61907691,-.44101658,-.22941598,-.18281174,.80846816,-.19393483,-.42276371,.015108081,.61226386,.33996707,.61907661,-1.006803,-.89049786,-1.2538997,-1.1318603,-1.1171939,-1.0030316,-.89379793,-1.1675279,-1.104051,-.59051001,-.46027389,-.15004978,-1.1258808,-.29080513,-.33012548,-.60819435,-.18975213,.26196441,-.66178858,.29602653,1.349458,2.5815158,.0099430187,.10546839,.11907649,2.5815172,.5561735,.18019179,.39536259,.13061084,-.99853909,.85165924,.1973169,.19731696,-.79638427,-.79638445,.37941658,.23598458,1.10571
NYA03D,ad speech,.27272728,-1.6725668,-1.5206586,-1.4334319,-.5277105,-1.7347125,-1.4111621,-1.6372952,-1.2948021,-1.1988099,-1.6962395,.19361222,-.25044596,1.223491,-1.4295982,-.72311765,.037267726,.050928455,.027300932,.78727376,.10190585,.35622385,-.56251234,.83169532,1.3691527,-.87306696,-.71401119,.81629175,-.43775979,-.97033405,-.88855028,-.78146803,.43168744,1.0342649,.65266412,.43173254,-.68847275,.85275972,.5729211,.56814796,.79341084,1.25099,.19309475,.00080658158,1.4837015,1.0541213,.94326609,.052821483,.56169677,-.70252806,-1.6373373,.21866775,.029203996,.015782163,-1.628458,1.1675385,.22942862,-.045323122,-.68929249,.00080657878,-1.6373365,.26269388,.086579323,.45728669,.17954482,.71955699,.6032722,-.190212,.0015969551,.23923892,-.60398972,-.33273783,-.39190429,-.94740552,-.9152078,-.56284988,-.34912425,-.42546004,.17341116,-.015775017,-.021648709,-.48006549,-.87929213,.016355235,-.034504451,-.072654903,-.87929261,-.23162989,-.22268708,.45155826,-.081504054,1.8454107,-.1128078,-.41655824,-.41655803,-.17483473,-.17483722,-.60088992,-.46507958,-.12348036
NYA04A,id song,.49606299,-.28745979,-.098843269,-.67421192,-.16226591,-.38063285,-.2916753,-.35627666,-.058432024,.4410834,.75473732,-.58062792,-1.1145213,-.46239191,.86520249,.34228942,-.2348682,-.4064877,-.27743521,-.90587348,.38298234,1.3151518,-.077681087,-.65450507,-.58666241,.16303949,-.021715667,-1.7288165,.36921147,-.09440054,.39978763,-.1259001,-1.7405192,-1.2420505,-1.7515581,-.47940907,.24888135,-1.7888352,-1.39616,-1.3120594,-1.2814034,-1.5883784,-.69506633,.24725094,-1.4534754,-1.4416478,-1.338371,-.40321103,-.95530111,-.39726117,-.99157083,-.6133002,-.48319468,-.42990342,-.35162809,-.24622527,.84373105,-.25580698,.24935196,.24732053,-.99157035,-1.6166734,-.96524012,-1.6110929,-1.4311182,-1.7103471,-1.5231988,-.79461253,-1.3106178,-1.4072024,.52115554,.70379269,.25463527,.45889524,.026039405,-.12153291,.072492614,.26887593,1.5810038,.10026345,-.079270959,.077214666,.18892051,.049358089,.026905522,-.013735722,.18892062,-.015974319,0,-.023744391,-.019146506,1.3712735,-.45291877,.26308933,.26308927,1.5077379,1.507738,2.3343236,1.4399296,.24555746
NYA04B,id speech,.736,.36168092,.4320721,-.5102877,-.17419879,.073309816,.9176755,-.053339362,-1.0773278,-.099782757,-.15410978,.10819907,.68712515,-.65953338,.16798668,-.7630139,-1.0542626,-.22777334,-.37736675,.28119674,-.24371608,-.091777824,-.2868591,-.39322031,-.072311677,-.065783016,-.01129204,.21416436,.20089458,-.26393601,.012405246,-.079328462,-.17006978,1.5455976,1.1343426,2.1981699,.56267279,1.1321124,1.2142649,1.2316661,1.7854232,.8181451,2.1578822,-.42330143,.31247666,1.7715818,1.8428955,1.6663791,.57363111,1.604692,.46958229,.46457684,.75930583,.75771505,.10942437,-.71842003,.047165938,-.26751298,.56312978,-.42322949,.46958205,1.6105467,2.0625839,1.6829805,1.8881112,1.6271667,1.5897802,2.402441,2.0878596,1.8783369,.20093122,.72349739,.56215191,-.50253063,-.45454916,.27054626,.056837272,.54864961,-.51552063,.31344247,-.18755527,-.086508811,-.15283433,-.019643271,-.023455705,-.030831825,-.15283442,-.076130375,0,-.6892218,-.03243937,-.1252626,-.5696252,0,0,.15329237,.15329468,-.5876711,-.41569787,-.98924571
NYA04C,ad song,.6160714,.47674033,.30978796,1.6100807,-.25730282,.3838436,-.36730888,1.1987706,2.0766234,-.65687692,-.83349949,-.041878428,.87600487,.028003938,-.99661267,.082897894,.85080051,.29351538,.089109689,-.0266346,-.37392545,-.50216043,.38120487,.2690604,-.16620944,.034784961,.082519531,.91451591,-.47508809,.67621547,-.30208659,.22721086,1.4318875,-.98024613,-.51712656,-.56447363,1.0656462,-.61261481,-1.0323706,-1.1512733,-.54705417,-.19048771,-.59803331,1.7761161,-.40979481,-.64570904,-.60906374,-.30882987,-.70986134,.060710534,1.2092696,-1.1581287,-.2798593,-.15502825,.44003272,-.11548738,-.21088293,.53330678,1.0649484,1.7761804,1.209269,-1.6044204,-1.0648048,-1.416117,-1.2694464,-1.5439861,-1.6563615,-.92096502,-1.3283449,-1.5115803,-1.6615679,-1.9790655,-1.4871745,-.72988713,-.52760768,-.59049511,-.90836269,-1.5125175,-1.5469036,-.9945786,-.26984558,-.059419993,.0011864265,-.026853856,-.031095454,-.035098948,.0011864271,-.088373363,0,.30054653,-.036566071,-.65502197,1.4579557,-.35078579,-.3507857,-.5667659,-.56676686,-.21166421,.62478954,.94715017
NYA04D,ad speech,.23300971,-.55096132,-.64301723,-.42558137,.59376758,-.076520376,-.25869095,-.78915429,-.94086331,.3155745,.23287269,.51430678,-.44860879,1.0939213,-.036576543,.33782539,.43833047,.34074661,.56569397,.65131176,.23465918,-.72121173,-.016665427,.77866417,.82518268,-.13204198,-.049511824,.60013694,-.095017463,-.3178789,-.11010629,-.021982297,.47870189,.67669898,1.1343426,-1.1542878,-1.8771999,1.2693379,1.2142649,1.2316661,.043035049,.9607203,-.86478275,-1.6000644,1.5507935,.3157756,.10453863,-.95433831,1.0915313,-1.2681413,-.68728131,1.3068522,.0037480828,-.17278326,-.19782859,1.0801324,-.68001544,-.0099862805,-1.8774302,-1.6002715,-.68728095,1.6105467,-.032538876,1.3442295,.81245351,1.6271667,1.5897802,-.68686342,.55110323,1.0404459,.93948144,.55177593,.67038733,.77352268,.95611763,.44148171,.77903265,.69499165,.48142025,.58087277,.53667176,.068714157,-.037272613,-.0028609638,.027645636,.079666488,-.037272636,.18047805,0,.41241732,.088151939,-.59098852,-.43541205,.087696448,.087696426,-1.0942652,-1.0942638,-1.534988,-1.6490208,-.20346189
NYA05A,id song,.46527779,.43672749,.18261521,.071680777,-.13040933,-.19561389,.24349251,.61855477,.88791519,-.89760637,-.89702588,-1.0576626,1.3825858,1.2224233,.084412463,-1.207675,-1.7210184,-.85606498,-.92513412,-.08006563,.074294038,.075763568,-.74142063,-1.2015672,-.51788074,.49804327,.43257597,-.9904983,-.018324858,.17370981,.75765473,.27630261,-1.7234626,-1.3729391,-1.6076801,-1.0283341,-.09997154,-1.6001498,-1.3660953,-1.2367321,-1.9654422,-1.9294721,-1.815818,-.4678748,-1.9050646,-1.9070203,-1.8255346,-1.4699199,-1.7959884,-.91304278,.19597837,-1.415818,-1.6343427,-1.6010408,-.17116453,.90066838,.023080189,.21765359,-.099401139,-.46787319,.19597827,-2.1548033,-1.8454977,-1.6955285,-1.5249712,-1.6578907,-1.3873791,-1.6193563,-1.4854903,-1.2825557,-.28871363,-.23196809,.38930103,-.2633386,.12986477,-.16431659,-.51480544,.38246125,.95847934,-.74314141,-.068646766,.0028778634,.04612935,.0047008679,-.0021987259,-.0021082633,.046129376,-.00087046705,-.24369237,-.092248015,-.0027064839,.22881101,.41225338,.35078579,.3507857,.13547368,.13547303,.1107211,.28443393,1.3849441
NYA05B,id speech,.52985072,-.63776344,-.47497204,-.3011595,.039208103,-.1350825,-.74761093,-.64942235,-.25259757,.96855348,1.0581011,.66838741,-.92958856,-1.2357334,.67626595,.8170439,1.1509082,-.2046784,-.55187672,.0089162942,.87895697,.82968324,-.19348627,-.014432139,.25717559,-.46979791,-.53611666,-.28053248,.17985462,-.65983957,-.51947576,-.4605045,.27619335,.078626797,.085492887,.1020864,-1.144434,.12497348,-.13901302,-.19052058,1.306895,1.5558889,.84936869,-.9178676,1.4557822,1.3066083,1.2340491,.37067586,.85926425,.064565636,-.81387544,.54556477,.58204341,.51313025,-.1444356,-.98098421,.22079891,-.94560498,-1.1460835,-.91786438,-.81387502,.92849958,.83022285,1.0085756,.96384317,.10549294,.11274796,.38756993,.78584796,.19341421,.80930823,.83534831,.51687902,.13370062,-.10875443,.54413474,1.0912267,.52212965,-.4267579,1.4941992,-.003158631,-.024349518,-.043742988,.0071556321,.0088605192,-.00024812203,-.043743014,-.015534317,.40278846,-.0099653471,-.00085192994,.43946874,-.31209216,-.087696448,-.087696426,.12993318,.12993401,1.2768031,.96813488,-1.61226
NYA05C,ad song,.62393165,.903534,.76637411,.64047867,.17430541,.28512698,1.0194898,.75496513,.070321389,.39802527,.15781258,.68456668,.050913963,.18514071,-.59237045,.8170439,1.1509082,.39527944,.68059158,-.36214611,-.50323778,-1.1774931,.48860145,.43844339,-.069767363,.1915918,.19491932,.18770307,-.35224405,.058117215,.25460494,.18976285,-.20883483,.11206429,-.13970762,.43351462,.54460466,-.16908158,-.097544558,-.075988054,-.33926764,-.34166789,.13170618,.11334541,-.12839383,-.54657,-.61836404,-.42329395,.077459849,-.10532708,-.20446786,.27462298,-.069504142,-.14249301,.25269234,.15984626,-.67705488,.44591582,.54514718,.11334503,-.20446776,-.20118473,-.42661449,-.22383177,-.40927407,-.17792858,-.20309293,-.45578441,-.27581209,-.051116101,.20175824,-.20285676,-.41851103,.40000439,.30048031,.20927249,.18221982,-.4076916,.048195481,.09445861,-.037515551,-.00056187913,-.010128387,-.0058395653,-.008813614,-.011265882,-.010128393,-.0029621066,-.11055594,.52206635,-.011961375,-.3649005,.2653816,-.61387515,-.61387497,.13160162,.13160226,-.31575277,.0055844444,-.29326567
NYA05D,ad speech,.38095239,-.70249838,-.47401819,-.41099977,-.08310397,.045569908,-.51537198,-.72409761,-.70563912,-.46897152,-.31888929,-.29529127,-.50391084,-.17183031,-.16830894,-.42641157,-.58079773,.66546488,.79641843,.43329546,-.45001322,.27204451,.44630399,.77755505,.33047292,-.21983826,-.091379695,1.0833284,.19071402,.42801353,-.4927834,-.0055609364,1.6561043,1.1822476,1.661895,.49273357,.69980079,1.6442581,1.6026528,1.5032409,.99781483,.71525079,.83474344,1.2723969,.57767642,1.1469821,1.2098492,1.5225374,.85926425,.95380479,.82236445,.59563011,1.1218035,1.2304032,.062908262,-.07953012,.4331758,.28203553,.70033658,1.2723925,.82236403,1.4274888,1.4418889,.9107846,.9704023,1.7303263,1.477724,1.6875706,.97545427,1.1402578,-.72235298,-.40052319,-.48766875,-.27036634,-.32159075,-.58909082,-.75864106,-.49689907,-.57991683,-.84551644,.10932094,.022033541,.0077420357,-.0060169352,.0021518203,.013622268,.0077420399,.019366896,-.048540141,-.41985413,.015519789,-.30337963,-.36554271,.35078579,.3507857,-.39700848,-.39700717,-1.0717714,-1.2581515,.5205819
NYA06A,id song,.85000002,-.042937055,-.28660956,.75929385,-.218521,.21941552,-.33306032,.30378473,1.0307777,.4418126,.46105555,.34876511,-1.0674931,.39566639,.095604241,.33240813,.33227086,-.08912503,.013541541,.3947396,-.25293484,.41849494,-.25670138,.1166053,.42006999,-.020220671,-.18797094,.046970971,-.11639685,.27838546,-.074259683,.01138226,.30981037,-.41204745,-.035448216,-.49106422,.28008988,-.049009137,-.2243055,-.25109085,-.039072275,-.14038245,.076249853,.64633948,-.2857725,-.23745117,-.2188129,-.20799372,-.70378149,.039215412,.064166658,-.63170642,-.37161008,-.28482121,.26603496,.56268126,.45165762,.44262317,.2809273,.64633721,.06416662,-1.0665314,-.69652569,-.62352389,-.35713714,-.51640612,-.55599368,-.37679756,-.37622464,-.50645465,.1990073,-.035608198,-.054414533,.4625355,.39761746,.058148015,.33757591,-.040835027,.4614825,.25238368,-.069846846,-.02049887,-.02297074,-.018165892,-.027195901,-.022935612,-.022970753,-.01298971,-.032659993,1.6417561,-.02384438,-.093158044,-.14335091,-.7234956,-.72349554,-.44767901,-.44767636,-.57634485,-.36410275,.96398848
NYA06B,id speech,.24166666,-.039507158,-.10652184,-.18865554,.62232119,.33808103,.19165471,-.29939404,-.834512,-.43055996,-.5556004,-.30657479,.12746719,-.31585866,.14083737,-.6069904,-.84410262,-.017710166,.054114256,.20204757,1.0149883,-.62898451,-.35053489,.027275752,.43707809,.053516164,.15392038,.20857188,-.24263406,-.19425906,.049620464,.065252706,.053030785,.49880019,-.052129705,.64011472,-.11526489,-.12742376,.24880929,.31937,.59350336,.43225682,.44261795,.041806266,.36402154,.730344,.78098166,.3058978,.91747177,.25275779,.2821551,.7760126,.22465287,.091981262,.21525866,-.28554249,-.98908162,.040238164,-.11554293,.04180612,.28215495,1.5538965,.1913045,1.174065,.896025,.53702581,.75945592,.73830742,.74946088,.67555243,.28701314,.1231996,-.033732597,-.26516187,.19801329,.44897631,.328475,-.041679099,-.44980299,.33749151,-.10693099,-.054565161,-.094651677,-.0012666817,-.0038882014,.0019695084,-.094651729,-.018253163,-.045895506,-1.1416515,.0022759039,.35154888,.74942112,.15346868,.15346874,.16294152,.16294006,1.3838619,.61252803,-1.3035592
NYA06C,ad song,.66942149,.30865026,.56041318,-.28074369,-.19806463,.015132755,.15248933,.20642577,.19744089,.25719965,.46075249,.15724963,.6086427,-.34454727,-.34920242,.68311357,1.0934745,.36622363,.48332912,-.84732497,-.88045669,.21220388,.89153332,-.13532196,-1.1798871,.17219274,.15392038,-.41779563,.26910323,-.27645802,.24741828,.10800128,-.51138812,-.22257556,-.37741914,.21316727,-.2058906,-.13722558,-.6371029,-.71362638,-.63924104,-1.0202678,.058797561,-.37216046,-1.2416226,-.89312553,-.80205983,-1.2278075,-1.1383675,-.84188801,.11112683,-.92031842,-1.1168604,-1.0371109,.055490565,-.49358684,.59663385,-.60504073,-.20616515,-.37215915,.11112677,-.81175327,-.34788924,-.22180724,-.037746582,.12509006,.18567382,-.47271624,.14345519,.28844684,.17825088,.17435142,.38360772,.53408313,.2527687,.016471468,.12346609,.40039876,.2481177,.040074065,-.09784624,-.052761294,-.0933479,.02092273,.017256787,.0021296006,-.093347952,-.015647603,-.1065359,-1.0638659,.00065991591,-.12919563,-.0065450217,-.28501335,-.28501338,1.0147408,1.0147399,.16816163,.14908175,-.54583907
NYA06D,ad speech,.20149253,-.22620586,-.16728236,-.28989464,-.20573577,-.57262969,-.011083762,-.21081588,-.39370674,-.26845318,-.36620617,-.19943994,.33138362,.2647402,.1127613,-.40853137,-.5816431,-.25938937,-.55098408,.25053692,.11840288,-.0017143104,-.28429553,-.0085590864,.32273895,-.20548713,-.11987037,.16225207,.089927182,.19233358,-.22277907,-.18463624,.1485479,.13582245,.46499687,-.36221778,.041064296,.31365895,.61259878,.64534742,.084810421,.72839344,-.57766622,-.31598467,1.1633732,.40023306,.23989145,1.1299028,.92467725,.54991466,-.45744908,.7760126,1.263818,1.2299511,-.53678453,.21644777,-.059209164,.12217858,.040779911,-.31598356,-.45744887,.32438797,.85311043,-.32873386,-.50114137,-.14571002,-.38913637,.11120616,-.51669115,-.45754439,-.66427165,-.26194289,-.29546073,-.73145688,-.84839982,-.52359527,-.78951716,-.31788486,-.25979728,-.62994963,.27462405,.12782533,.21097033,-.0014901574,.013827314,.018836509,.21097045,.046890486,.1850916,.56375903,.020908564,-.12919563,-.59952515,.85504025,.85504013,-.73000425,-.73000348,-.97567838,-.39750651,.88541007
NYA07A,id song,.73426574,.33796129,.071109965,-.13791938,.018858142,-.64900023,.4914777,.285366,-.099737041,-.11145083,-.3080532,.27292013,-.67112947,.98173147,-.24985538,-.11370881,.049754124,.41088516,.19368497,.39139006,-1.0904145,1.0369922,.21273665,.56284595,.33632714,.040655602,-.022410717,.55932528,-.73231417,.55847156,.034221083,-.02022747,-.17428747,-.11987691,-.10217418,-.10730185,.52194816,-.20338809,-.087177448,-.056165066,-.26373786,-.094485655,-.19303305,.59424973,-.14993937,-.28532854,-.24799144,-.93864828,-.46171942,-.45227593,-.72974831,-.46973062,-1.0743976,-1.1485735,-.65952981,1.0126663,1.345767,1.5019933,.52192557,.5946272,-.72974795,-1.1358449,-1.1527156,-.54074478,-.47464564,-.4130297,-.29381558,-.85085648,-.46742857,-.29495388,-.7282058,-.37402847,-.11037958,-1.0294853,-.60634208,-.48444444,-.60222203,-.14118005,-.44259262,-.50035888,-.10084211,-.0006402905,.0015695568,-.022992693,-.018706214,-.011954778,.0015695577,-.0036859936,-.45696169,-1.3070768,-.011335856,-.84989727,-.41029125,-.85504025,-.85504013,1.2341236,1.2341259,.4694837,1.034039,.70580244
NYA07B,id speech,.19642857,-.5142929,-.37653393,-.068853393,-.00031970887,-.96304429,-1.1732479,-.354669,.87073588,-.26262489,-.20473635,-.13708153,.14607097,-.36591667,-.12343614,-.19199187,-.14057606,.17405728,.19539288,-.50294471,1.7129669,-.60790968,.17602406,.039305996,-.16259952,-.13568278,-.019631047,-.089316346,.27758744,-.60169053,-.095818616,-.082856148,-.014265507,.32553008,.34822646,.22587839,-.30048072,-.0073515461,.42552048,.49887779,.15787894,.54858667,-.10153812,-.4313246,.58411431,.24081025,.0085645402,.38025153,-.18925878,.12283414,-.8976295,.22234897,.78126359,.83391404,-.97292441,-.36066079,-1.3136758,-1.2137395,-.29933512,-.43246281,-.89762908,.078537524,.9175539,.63062841,.28888044,.26681677,.29755515,.51909333,.3638745,.32574624,.97165185,.12767284,-.35525337,.50449693,.87070632,.86355907,1.2107496,-.34117818,.37943143,1.1754537,.056955043,-.0011475129,-.003067309,.022372583,.0095982794,.0046836375,-.0030673109,-.00031612025,.91706508,.19054659,.0033614463,.53153819,.083328716,.54810268,.54810268,-.6505878,-.65058881,.49766576,.30105442,-1.674
NYA07C,ad song,.91588783,.30232185,.47878736,.30972728,-.0088431984,.45417807,.49535489,.25825337,-.1574118,-.2521461,-.11143567,-.10762277,.44864693,-.38834649,-.068493493,-.37643081,-.40620506,.54409564,.86009419,.51051706,-1.3368949,.38101107,.24303293,.94020677,.6914764,.026596706,-.045342587,-.3293536,.22736348,.13848624,.050989602,.030167788,-.055201381,-.39637017,-.56925631,-.10600032,.051826678,-.36021757,-.69789124,-.73455065,.00056725746,-.21826735,.10022523,.059534375,-.15028974,-.015733216,.063618302,-.44704515,-.45496404,-.032934755,.47333014,-.57869625,-.48812985,-.51925433,.46066332,-.43012542,.95202571,-.010974248,.052957017,.059913661,.47332987,-.79002303,-1.2139049,-.28870589,-.15000314,-.24162784,-.51072747,-.37468746,-.10641126,-.20960724,-.31819564,-.45023137,-.58776087,1.2482617,.090967581,-.1339141,-.5930078,-.55221033,-.64591855,-.82750249,-.05374245,-.0012920398,-.00080744922,-.019620575,-.0078516016,-.006640038,-.00080744969,-.0027963959,-.34454933,-.53547353,-.0057428824,.26807249,-.37983611,.63579917,.63579911,.39399359,.39399406,.43166679,-.39875135,.70580244
NYA07D,ad speech,.30578512,-.12599063,-.17336293,-.1029546,-.0096955467,1.1578662,.18641472,-.18895081,-.61358708,.62622184,.62422562,-.028216066,.076411098,-.22746895,.44178405,.68213028,.49702719,-1.129039,-1.2491738,-.39896241,.71434283,-.81009358,-.6317929,-1.5423595,-.86520314,.06843102,.087383822,-.14065497,.22736348,-.095267251,.010608974,.072916359,.2437546,.1907168,.32320443,-.012576428,-.27329323,.57095701,.3595486,.29183793,.1052912,-.23583458,.19434595,-.22245952,-.28388464,.060250793,.17580859,1.0054414,1.1059425,.3623758,1.154048,.82607794,.78126359,.83391404,1.1717913,-.22188048,-.98411626,-.27727991,-.275547,-.22207926,1.1540474,1.8473302,1.4490669,.19882251,.33576819,.38784069,.50698787,.70645052,.20996545,.17881486,.074749812,.69658703,1.053394,-.72327322,-.35533163,-.24520083,-.01551979,1.034569,.70908022,.15240784,.09762954,.0030798432,.0023052024,.020240685,.016959539,.013911177,.0023052038,.0067985081,-.11555374,1.6520026,.013717293,.050287005,.70679849,-.32886177,-.32886159,-.97752851,-.97753,-1.3988163,-.93634176,.26239586
NYA08A,id song,.79389316,.25570682,-.098056309,.68119597,-1.6054523,.80714583,.20372345,.28143305,.23903699,.41921273,.60090023,-.0079324618,-.45927244,.58302307,.64684516,.067128047,-.40514851,-.63408762,-1.0779961,.44162026,.29061833,1.0664998,-.65500218,-.55871844,.18582764,-.2772122,-.42632157,-.09108723,-.095696561,.0051375576,-.38515845,-.20566343,.66210663,-1.4166956,-1.3574578,-1.0328633,.24808839,-1.3649057,-1.6096269,-1.6319799,-.70284331,-1.1215513,-.53663397,.46900278,-1.1439557,-.90116054,-.83668888,-.70387191,-1.359038,-.35616219,.74213022,-1.2133478,-1.0146463,-.87986338,1.2397228,.61118567,.6939621,.10900959,.24864371,.46900114,.7421298,-1.6990428,-1.4616967,-1.4274675,-1.2570378,-1.535133,-1.5673395,-1.5276471,-1.3051512,-1.4852706,-.053219125,.037929397,-.021248488,-.21653686,-.33662578,-.16592094,.16132994,-.027722014,,.37688631,-.064583309,-.011161868,.006980014,-.0011518529,-.0076506226,-.018579062,.0069800182,-.025360145,-.29822519,-.35078347,-.020410998,1.7420207,.20679227,.57002711,.57002676,-1.1193279,-1.1193291,1.5052218,1.0326263,1.4691353
NYA08B,id speech,.2635659,-.32964659,-.19554023,-.98282236,1.5939459,-.42946693,-.21299179,-.53764534,-.79448277,-.093985401,-.16347311,-.28174561,.83357984,-.57368857,.19026268,-.094023451,-.25751513,.2658799,.63806331,-.35942468,-.1919912,-1.3510941,.29312724,.095106222,-.24348167,.1361282,.11083685,-.49023303,.16899547,-.37631753,.27496654,-.0079070721,-1.0249478,1.205134,1.0947238,1.406339,-.065703906,1.4972308,1.1478217,1.1275957,1.2944437,1.0628155,1.4850657,.00067740493,1.4333429,1.2929071,1.2447547,-.21249856,.49864808,-.48288304,-.32056409,.5890038,.073244475,-.13677983,-.75786269,-.66295618,-.96524745,-.61089349,-.066268004,.00067740254,-.32056394,1.6052006,1.0190436,1.872883,1.8811684,1.9513195,1.812312,1.5157124,2.0690386,1.9502205,.36070362,.038852293,-.12282598,-.92363572,.46336067,.70663077,.27509135,-.15051891,-.6944868,.13786399,.03914826,-.005608106,-.017559245,.0060097785,.020706695,.021011148,-.017559255,.0095804958,.12292618,-.40156072,.022702606,-1.5716865,.60400784,-.21924092,-.21924107,1.0672255,1.0672271,-1.4048357,-1.5135779,-1.7806423
