id,cat,baby,praat_f0_mean_c,praat_f0_median_c,praat_f0_std_c,praat_f0_min_c,praat_f0_max_c,praat_f0_first_quart_c,praat_f0_third_quart_c,praat_f0_iqr_c,praat_f1_mean_c,praat_f1_median_c,praat_f1_std_c,praat_f1_min_c,praat_f1_max_c,praat_f1_first_quart_c,praat_f1_third_quart_c,praat_f1_iqr_c,praat_f2_mean_c,praat_f2_median_c,praat_f2_std_c,praat_f2_min_c,praat_f2_max_c,praat_f2_first_quart_c,praat_f2_third_quart_c,praat_f2_iqr_c,praat_it_mean_c,praat_it_median_c,praat_it_std_c,praat_it_min_c,praat_it_max_c,praat_it_first_quart_c,praat_it_third_quart_c,praat_it_iqr_c,praat_ittrv_mean_c,praat_ittrv_median_c,praat_ittrv_std_c,praat_ittrv_max_c,praat_ittrv_first_quar_c,praat_ittrv_third_quar_c,praat_ittrv_iqr_c,praat_vowtrv_mean_c,praat_vowtrv_median_c,praat_vowtrv_std_c,praat_vowtrv_max_c,praat_vowtrv_first_quart_c,praat_vowtrv_third_quart_c,praat_vowtrv_iqr_c,praat_f0trv_mean_c,praat_f0trv_median_c,praat_f0trv_std_c,praat_f0trv_max_c,praat_f0trv_first_quart_c,praat_f0trv_third_quart_c,praat_f0trv_iqr_c,praat_f0_range_c,praat_f1_range_c,praat_f2_range_c,praat_it_range_c,praat_ittrv_range_c,praat_vowtrv_range_c,praat_f0trv_range_c,praat_f0trv_rate_median_c,praat_f0trv_rate_iqr_c,praat_vowtrv_rate_median_c,praat_vowtrv_rate_iqr_c,praat_ittrv_rate_media_c,praat_ittrv_rate_iqr_c,praat_f0_trv_rate_default_c,praat_vowtrv_rate_default_c,praat_ittrv_rate_defau_c,mir_attack_mean_c,mir_attack_std_c,mir_attack_range_c,mir_attack_min_c,mir_attack_1q_c,mir_attack_med_c,mir_attack_3q_c,mir_attack_max_c,mir_attack_dist_c,mir_attack_iqr_c,mir_roughness_mean_c,mir_roughness_std_c,mir_roughness_range_c,mir_roughness_1q_c,mir_roughness_med_c,mir_roughness_3q_c,mir_roughness_max_c,mir_roughness_dist_c,mir_rolloff85_c,mir_inharmonicity_c,mir_roughness_iqr_c,mir_tempo_c,mir_pulseclarity_c,tm_peak_hz_c,tm_peak_idx_c,tm_std_idx_c,tm_std_hz_c,npvi_phrase_c,npvi_total_c,npvi_num_events_c
MEN13A,id song,.41984734,.10216375,.088136107,-.38219637,-.61827266,-.43270949,.32510909,.0049970672,-.42200321,.087906972,.49028969,-.456083,.27006656,-.04040736,.10611439,-.6149298,-1.5221871,-.19297838,.21494314,-.29962039,.12957691,-.42396283,-.19754833,-.17189623,.21042895,-.15983647,-.15565827,-.89153469,.18833859,-.4777821,-.0020531814,-.32435119,-1.1253957,-.72190839,-.81947905,-.48149243,-.24922058,-.89441752,-.90985066,-.87441266,.026082743,-.23581527,-.0083824992,.37088722,-.42974332,.23643285,.35165671,-.6555438,-.56462401,-.80351114,-.32948834,-.36739117,-.42556736,-.41147423,-.31168616,-.063265219,-.4686799,-.56001037,-.24836025,.3709088,-.32948816,-.2139153,-.27792656,-.19228172,-.036124621,-.43888679,-.43594965,-.39428219,-.11864015,-.40641966,-.86781853,.37585199,.76484424,-.27596089,-.79800636,-.8435747,-1.0030882,.75856483,-.66091502,-.85953391,-.19982325,-.2062643,-.12590264,1.1080959,.078873381,-.27766716,-.12526199,-.23537514,-.14624679,-.60215169,-.39595899,-.18132107,.13559072,.26308933,.26308927,.42262077,.42262176,-.21161625,-1.0169296,-.56829011
MEN13B,id speech,.20634921,-.23645812,-.25506073,.090719931,-.47124249,1.0756953,-.10284442,-.29543695,-.43580636,-.1455473,-.20280641,-.20989823,1.0319533,-.11763608,.045424011,.020192027,.22189052,.19346257,.21494314,-.72578794,1.2792296,.30438095,.54490566,-.25755024,-.74418211,.11334785,.1327264,.18191758,.18562374,.22091009,-.027718993,.21018176,.84237969,.73539501,1.0154866,.58507991,.20843977,1.1541663,.7976979,.68499321,-.17778254,.079462446,.085482776,-.65701419,.01897667,-.27027196,-.3157917,.79058015,.42614183,.83754194,1.1296769,.37180859,.6463939,.63443226,1.1824526,-.327364,-.3622469,-.010864567,.20814727,-.65707988,1.1296763,.18477398,.36223796,.16640063,.11031312,.54579175,.24359392,.4479571,.11451208,.37258795,.7217986,-.065863706,-.10150509,.82225877,.95281368,.85859603,.6512059,-.077376351,.19736867,.37078834,.23752323,.10167845,.059415076,.094289146,.41890121,.53776664,.059201553,.21079677,-.18773945,.35877806,.58586752,-.60981047,-1.1644553,.61387515,.61387497,-2.0098848,-2.0098848,.022744948,-.61185515,.049111489
MEN13C,ad song,.79245281,.42010903,.53492153,.86520195,-.54113507,.11686766,-.056711294,.53977805,1.121039,-.030266633,.46140754,-.62625039,-1.6484981,.1091341,.10485107,.21218389,.41063598,-.71955711,-.64482939,1.2440397,-.16401145,.1024164,-1.0195858,.23493537,1.5902115,.15447286,.13342093,-.046398379,-.28267747,.078346044,.22175299,.092361607,-.48245418,-.72190839,-.81947905,-.79828924,-.18464974,-.89441752,-.90985066,-.87441266,-.25515106,-.20536424,-.54902714,1.0086275,-.2345383,-.097215362,-.069536626,-.54695779,-.89562994,-.31411853,-.15423605,-.71490341,-.65326548,-.59435165,.22790956,.38393497,.18477729,.33152851,-.1837922,1.0086468,-.15423597,-.4101198,-.31769964,-.29565296,-.29298192,-.43888679,-.43594965,-.39428219,-.36966664,-.40641966,.35511002,-.12693423,-.27956438,-.19603312,.24965024,.36814106,.75512856,-.28607279,.58085304,.85021073,-.18016478,-.060214657,.0021180557,-.39053503,-.10774864,-.16327696,.001904498,-.12842147,.072004877,.25918269,-.14864315,-.016972866,1.2296001,-.96466064,-.9646607,1.3506265,1.3506261,2.0154748,1.79995,.4420034
MEN13D,ad speech,.46610171,-.28581509,-.36799708,-.57372558,1.6306499,-.75985301,-.16555399,-.24933779,-.26322976,.087906972,-.74889153,1.2922319,.3464779,.04890934,-.25639042,.38255328,.88966012,.71907294,.21494314,-.21863133,-1.2447954,.017164588,.67223001,.19450778,-1.0564584,-.10798533,-.11048906,.75601619,-.091284864,.17852597,-.19197977,.021808883,.76546997,.70842195,.62347126,.69470155,.22543228,.63466895,1.0220031,1.0638319,.40685111,.36171752,.47192731,-.72250116,.6453048,.13105482,.033671193,.41192117,1.034112,.28008756,-.645953,.71048582,.43243882,.37139383,-1.098676,.0066939183,.64614952,.23934588,.22400603,-.72247577,-.6459527,.43926108,.2333883,.32153407,.21879342,.3319819,.62830555,.34060723,.37379476,.44025132,-.20908998,-.1830544,-.38377494,-.35026449,-.40445769,-.38316226,-.40324628,-.39511582,-.11730692,-.36146492,.1424648,.16480054,.0643695,-.81185007,-.39002591,-.096822433,.064155973,.15299985,.2619817,-.015810227,-.041265391,.80810434,-.20073554,.087696448,.087696426,.23663665,.23663692,-1.8266038,-.17116562,.0771752
MES02A,id song,.86923075,.39759868,.22379823,.0559499,-.70950085,-.60387993,.46498373,.29093134,-.053776335,.13341343,.29556394,-.24607798,-.37446097,-.29638359,.49461135,.10504532,-.24447869,-.74040836,-.64533061,.42034915,-.63540244,-.2540223,-.62072045,-.39047614,.31993499,.11019991,.048121724,-.11500521,.097732574,-.10371145,.14886191,.12268531,-.10171943,-.76173586,-1.0592757,-.64894903,-.45227939,-.80130029,-.83124959,-.77805108,.58621359,.35084048,.40677354,-.17442867,.31033975,.44230708,.45357263,-.80593324,-.47061387,-.57110155,-.40322098,-.14945976,-.32249418,-.32279742,-.46273923,-.31113487,.11141273,-.2235066,-.45141023,-.17442808,-.40322077,-.3759037,-.33342752,-.11608645,.20141512,-.52662164,-.53305358,-.43275481,.17581484,-.33402053,-.51435792,-.31754306,-.47551098,1.10868,-.59783334,-.66557539,-.53839612,-.44382003,-.60412031,-.4201988,-.47865576,-.086483315,-.067053266,-.1374348,-.13422415,-.14893678,-.067052968,-.13936785,-.48797014,-1.866935,-.15326501,-1.0730717,1.1305987,-1.0523572,-1.0523571,-.043717902,-.043717869,.10697605,-.28510389,-.3087008
MES02B,id speech,.41538462,.38319743,.53017628,-.027406977,.50126076,.14278814,.52241129,.35532382,-.005278802,-.891132,-.62663829,-.020047512,.22624142,-.29638359,-1.1779259,-.60683954,.14850672,.63298285,.95302051,.25216657,.11832929,.21634777,.27597904,.71727836,.42032984,-.10947207,-.058198091,.47865811,-.23347202,.037567962,-.24912944,-.021895856,.82492024,.86227614,1.0592756,.31577295,.22401574,1.0414451,1.27986,1.2218651,-.01265395,.023726363,-.057116177,.19417046,.032610677,.089158282,.096160762,.55312997,.81738192,.3502984,-.56522161,.7811662,.48460019,.42291638,.045889013,-.31113487,.11175763,.29447249,.22485557,.19416977,-.56522131,.71794313,.36831263,.072735555,.18426493,.83694214,.41344085,.55675769,.14182803,.55895364,.58541971,.18869698,-.09565603,-.08231584,.49172634,.34635249,.68596822,-.098334812,.3994863,.6667425,.11115746,.025956459,-.01674542,-.21750434,-.076810166,.060162507,-.016745539,.10457201,.31518349,-1.0327613,.083968058,.93875772,.71011853,1.1400539,1.1400535,.93941951,.93941969,-.76096344,-.50523704,0
MES02C,ad song,.2173913,.049214996,.18802869,-.32430667,1.6661021,-.56338298,-.044222515,.098947808,.25041512,.34934306,.19649675,.11402269,.50196606,-.085193262,.4231357,.09346199,-.20477512,-.037957802,-.16351795,-.014708113,.30029297,-.22025174,.023537982,-.012620125,-.040513504,.32191315,.31635368,-.25985524,.50087839,.22636904,.33160236,.23112091,-.37710643,-.083235934,.12511137,.083796158,.31237575,-.26219907,-.16398814,-.11948849,.05988368,.21003456,.037802394,.27388975,.13571125,.12611601,.12005193,-.58222002,-.14411148,-.42804492,-.30797517,-.064054228,-.23941095,-.24487226,-.91747707,-.10940097,-.31940636,-.28203526,.30981359,.27388883,-.30797502,-.12700558,-.077418759,.39854556,.11032147,.14342093,.41113782,-.16057324,.15589461,.11277281,.2034625,.51982057,.97213316,-.13228309,.42087334,.1012524,.021561038,.97062969,.13741554,-.17632119,-.14777707,.044669427,.083686352,.052497521,-.020366631,-.030500408,.083686285,.069151372,.064655662,1.2107733,-.037901875,-.86293626,-1.0914989,-.087696448,-.087696426,.18349269,.1834932,.27256942,.66745573,.056127418
MES02D,ad speech,.18000001,-.83001196,-.94200265,.29576367,-1.4578632,1.0244746,-.9431721,-.74520206,-.1913601,.40837461,.13457911,.15210257,-.35374698,.67796075,.26017845,.40833223,.30074745,.14538236,-.14417277,-.65780759,.21678017,.25792807,.32120493,-.31418046,-.69975132,-.32263988,-.30627784,-.1037973,-.36513895,-.1602236,-.23133433,-.33191091,-.3460944,-.017304363,-.12511137,.24937972,-.0841121,.022054171,-.28462285,-.32432556,-.63344353,-.58460188,-.38746059,-.29363215,-.47866142,-.65758121,-.66978532,.83502299,-.20265669,.64884728,1.276418,-.5676524,.077304848,.14475332,1.3343273,.73167074,.096236691,.21106909,-.083258912,-.29363114,1.2764174,-.21503395,.042533599,-.35519487,-.49600139,-.4537417,-.29152527,.036570545,-.47353733,-.33770585,-.27452457,-.39097419,-.40096614,-.894081,-.3147665,.21797074,-.16913326,-.42847481,.067218706,-.070222288,.51527536,.015857464,.00011231888,.30244166,.23140092,.11927474,.00011220974,-.034355562,.10813091,1.688923,.10719877,.99725002,-.74921864,0,0,-1.0791925,-1.079195,.3814187,.12288597,.25257337
MES05A,id song,.88793105,.27416971,-.085846759,1.6305505,-.50640172,.53915328,-.2383076,.3872503,1.0666659,.56062615,.9094851,-.51589066,.025393652,-.99289966,.78509885,.55242896,.080947816,-.80027193,-.40746567,-.092571825,-1.322467,.72562146,-.45045522,-.75013471,-.25082362,-.09766046,-.079218708,-.17100027,0,.088942558,-.056036398,-.1459706,-.31787333,-.6811412,-.52338219,-.49871945,.16935726,-.39697435,-.80627429,-.85293776,-.25791416,-.24772847,-.48760796,-.4909758,-.29677877,-.064860754,-.020787293,-.26819342,-.42614192,-.1188685,-.1178147,-.46236801,-.27267545,-.23541936,.62750268,-.91880774,1.2410947,-.018290227,.16963252,-.49097407,-.11781465,-.32452872,-.28109375,-.35061392,-.35490873,-.33701348,-.50473994,-.29990602,-.25273758,-.34687945,-.95519304,-.5862574,-.41361558,-.54807705,-1.0703661,-.74070174,-.69435084,-.43089619,-.8146261,-.3962456,.028956417,.1066296,.17896199,.065900996,.14415085,-.18689939,.17896837,-.16779527,.014637465,.63595086,-.19367789,-.77844936,1.521515,-.10962046,-.10962053,.38261575,.38261726,.51888818,1.088459,-.34378043
MES05B,id speech,.264,-.31590819,-.22358334,-.43621573,-.92788827,.70602131,-.13952315,-.28898621,-.37460619,-.46562427,-.44686604,-.075718574,.44811007,-.21166711,-.75813419,-.03078617,.53309202,-.10020822,-.054375503,-.06809596,.070196167,-.3933228,-.18429191,-.1244532,.086172603,-.1862718,-.24460556,.25727677,0,-.054906119,-.28737125,-.12720364,.58767813,.1178406,.64432317,-.59625,.079864189,.68122756,.63380414,.58753049,-.14027932,.61783743,-.32012898,1.1499696,.4811745,-.0074274307,-.096403576,.3227483,.60065198,.1389105,.8960973,.6096189,.45633316,.41231272,.88164377,-.26727217,-.3166258,-.12656833,.080143332,1.1499656,.89609689,-.030896917,-.065989047,-.26668417,-.42468834,-.072777361,-.29027319,-.40767136,-.46660691,-.34533906,.50405508,-.40860775,-.50308633,1.474161,.93737745,.81836075,.83708346,-.46062693,.3176755,.64947748,-.26536563,-.16827175,-.098541118,.065900996,-.47956246,.041701339,-.09853518,-.044749696,-.81766266,.026145091,.24860546,.62090379,-1.0049024,.065772437,.065772317,-1.0490192,-1.0490168,.1183802,-.20307973,.27362117
MES05C,ad song,.43103448,.03549489,.14517678,-.32115096,-.53367686,-.33200228,.12873447,-.022442954,-.2144151,.0063683409,-.12902454,.5571838,-.76955861,1.241737,.017069943,-.31331959,-.39385086,.23993765,-.031858746,-.1122818,1.1599613,.12247875,.11918619,.11886346,-.016017728,.19589992,.24530008,-.42886972,0,-.020228827,.2037015,.11955748,-.31167078,.037992276,-.38993019,.62159079,.19881089,-.39697435,-.27849683,-.23622361,.36414006,.17657466,.35070774,-.21297894,.26428691,.19330752,.17515211,-.3176336,-.22798871,-.18276745,-.10804172,.044175241,-.26268035,-.28145114,-.24711299,1.2680726,-.54886377,.091451131,.19795187,-.21297821,-.10804166,.052666258,-.048243325,.32347408,.18871078,-.061149802,-.095127493,.037936218,.27660605,.12649867,-.59420103,-.8073675,-.79540384,-.3306129,-.13320145,-.3014636,-.30664951,-.80718631,.5283168,-.34020263,.041178159,-.050101828,.069159597,.065900996,.67473197,-.36318383,.069153361,.019486571,.45440963,-.48042592,-.67252481,.92164862,.031964555,-.021924011,-.021924106,.76028371,.76028019,-.013003599,-.53399366,.72264051
MES05D,ad speech,.33057851,.0062440052,.16425388,-.8731842,1.9679672,-.91317219,.24909639,-.075820923,-.47764477,-.10136843,-.33359379,.034424931,.29605487,-.037170585,-.044034082,-.20832258,-.22018847,.66054249,.49369821,.27294916,.092309453,-.45477656,.51556242,.75572366,.18066894,.08803235,.078523129,.34259251,0,-.013806636,.13970719,.15361781,.041866198,.52530813,.26898926,.47337782,-.44803062,.11272113,.45096692,.50163096,.034053866,-.54668385,.45702961,-.44601366,-.44868264,-.12102004,-.057960838,.26307839,.053478885,.16272505,-.6702404,-.19142626,.079022862,.10455777,-1.2620339,-.081992418,-.37560514,.053407431,-.4477286,-.44601211,-.67024004,.3027595,.39532605,.29382408,.59088624,.4709405,.89014053,.66964132,.44273832,.56571978,1.0453392,1.802233,1.7121058,-.59547132,.26619038,.22380434,.16391738,1.6987094,-.031366542,.086970508,.19523087,.11174391,-.14958043,-.19770351,-.33932012,.5083822,-.14958666,.19305839,.34861511,-.18167004,.61759758,-.76410246,-.54857707,.065772437,.065772317,-.093881145,-.093880616,-.62426484,-.35138601,-.6524812
NYA01A,id song,.8854962,-.082966484,-.044139579,-.14942794,-1.4292827,1.009588,.27092668,-.21805646,-.78219056,-1.6272826,-1.2478744,-.7549907,-.71577919,-.33381617,-1.2119193,-1.8047364,-1.2825868,-.054400183,-.1234771,-.20364013,-.32622883,.24839418,-.021194059,-.1900546,-.17194459,-.25082812,-.3941828,-1.5636914,-.05429573,-.028256077,-.10676961,-.51376671,-1.4467114,-1.3967197,-1.2114944,-1.3558207,-.22061698,-.80620104,-1.4032755,-1.5037365,-.77910781,.18560196,-1.3638713,.36529183,.27234063,-.26788807,-.3592788,-.890522,-.59119445,-.78368771,1.1917796,-.042702768,-.4525851,-.43499973,1.2720096,-.19208516,.35414135,.04342087,-.22032438,.36529055,1.1917789,-1.2170964,-1.074671,-1.1712919,-1.2943246,-1.4412603,-1.4360964,-1.3493491,-1.3132476,-1.4013027,-.76865333,-1.4162078,-1.3568635,-.075187542,-.25320968,-.31693232,-.76411676,-1.3492037,-.42380393,-.96685022,.0070564081,-.0014326074,-.0047800546,-.0020440728,-.0048927357,-.0086923065,-.0047800574,-.0088030538,-.099247336,-1.0235071,-.0094277849,1.3420687,-.40043914,-.94273669,-.94273657,1.2625395,1.2625405,-.0019932725,.27168551,2.0935528
NYA01B,id speech,.45112783,.44299904,.45253244,-.87561285,1.9242842,-1.1879928,.69157529,.31198755,-.31385362,.83671868,.35772389,1.0184052,-.24534413,1.0991462,.93291581,.6487807,.086875163,-.1222372,-.21675146,-.052956447,.95086896,-.14684434,-.15578526,-.26566982,-.093206555,.6143117,.71557468,1.4735509,.12895258,.98638856,.5708074,.87469774,1.0528585,2.0038121,1.440865,2.3944175,.92579877,1.8598986,1.6538754,1.6500956,2.0167599,.54804963,2.0908082,-1.0594643,.61443293,1.0214555,1.0682584,1.4072545,1.6677518,.87841964,-.90322196,1.9216249,1.1684753,.90550959,-1.5781337,1.0521625,-.57981265,.93349648,.92604166,-1.0594606,-.90322149,2.3913732,2.3269951,2.3411369,2.2954724,2.2055194,2.2382479,2.2071452,2.4599915,2.3754377,-.68545246,-1.4162078,-1.3568635,.14835157,.12930188,.35774577,-.54806745,-1.3492037,-.99457002,-.80216575,-.070962481,-.012664122,-.033392727,-.0019947211,-.00040960201,.0045742886,-.033392746,.0026414371,-2.1308239,.3522011,.0052093863,-1.4023192,1.7710451,1.3373703,1.3373705,-1.2791826,-1.2791837,.082450449,-.46584824,-1.3807343
NYA01C,ad song,.68656719,.35883161,.34379303,1.0210341,-.58375251,-.44021174,-.29750526,.60814673,1.5732228,-.39971614,-.73469019,-.27561957,-.0073648659,-.19397192,-.47145903,.29373085,.71197772,.19772641,.17645787,-.25453642,-.59970367,.64465946,.3174119,.1281628,-.2376008,.040026996,-.019631047,-1.1708061,.016288849,-.47906575,.10950736,-.11234566,-.79793972,-1.1472793,-1.6118506,-.75658929,.22571491,-1.472726,-1.29772,-1.2306203,-1.1917089,-.9288938,-1.0094208,1.748154,-.90436578,-.76471084,-.71864676,-.70225328,-.78034073,-.39729336,-.31534827,-.82018775,-.37324995,-.26468235,-.31356975,-.17750922,.79841202,-.54625642,.22598816,1.748148,-.31534812,-.90976077,-.79386216,-1.0417373,-.98302287,-1.237228,-1.0967782,-.9520731,-1.0362536,-1.0721227,.14138821,.46494401,.53200555,-.091246039,-.4898676,-.31693232,.22315365,.51002353,1.1282485,.64466965,.0085140634,.023604073,.069018796,.0013567328,-.0011060776,-.0038650956,.069018833,.0069162985,1.1150355,.48553643,-.0043751718,-.0034703084,-.54789889,-1.2935225,-1.2935222,.83062392,.83062345,.52446949,.99285489,.30308813
NYA01D,ad speech,.2962963,-.71886462,-.7521857,.0040064198,.088750802,.61861682,-.66499686,-.70207834,-.47717839,1.1902804,1.624841,.012204644,.96848845,-.57135844,.750462,.86222541,.48373428,-.021089984,.16377069,.51113385,-.024936141,-.74621022,-.14043331,.32756326,.50275195,-.40351003,-.30176082,1.2609472,-.090945445,-.47906575,-.57354516,-.24858595,1.1917922,.5401876,1.3824797,-.28200793,-.9308967,.41902852,1.0471199,1.0842607,-.045942657,.1952424,.28248391,-1.0539827,.017592143,.011143601,.009666929,.18552057,-.29621655,.30256164,.026791165,-1.0587343,-.34264034,-.20582749,.61969388,-.68256789,-.57274181,-.43066207,-.93170631,-1.053979,.026791152,-.26451626,-.45846185,-.12810801,-.018124754,.47296914,.29462644,.094276756,-.11049058,.097987697,1.3127174,2.3674719,2.1817214,.018082069,.61377537,.27611876,1.0890309,2.1883836,.29012555,1.1243466,.055391993,-.0095073413,-.030846009,.0026820614,.0064084148,.0079831136,-.030846026,-.00075468357,1.1150355,.18577075,.0085935686,.063720971,-.82270688,.89888847,.89888835,-.81398082,-.81397855,-.60492808,-.79869181,-1.0159062
NYA02A,id song,.84347826,-.11486705,-.35345078,.078053966,-.20594867,.15935512,-.33324167,-.022630852,.29564843,-.065651804,-.035981722,-.44206977,-.78632146,.65714258,.30265316,-.099868432,-.34920287,-.21048577,-.42180884,.70708865,-.89142489,-.13265361,-.40907913,.08114516,.56110579,.3303909,.19092397,-.89744896,-.11639659,.46172759,.24878742,.2051416,-.16963586,-1.2471213,-1.3386908,-.74452716,.88926631,-1.3869599,-1.158283,-1.0418066,-1.5562685,-1.7813829,-1.0147635,1.3907728,-1.9017836,-1.468683,-1.3499466,-1.341554,-1.6347637,-1.2477162,.32870153,-1.5932554,-1.2401578,-1.1276127,.20954743,.7322166,.33167237,.65149778,.88979381,1.3907681,.32870135,-1.9782417,-1.4485947,-1.6152622,-1.4281417,-1.5760446,-1.4074758,-1.6659293,-1.5300573,-1.4191219,-.80539644,-.39020467,.28753039,-.67796838,-.96097821,-.74833381,-.56415349,.26601195,.56275702,-.27751088,-.057310786,-.015076626,-.020949168,.0046039899,.0013374648,-.004635795,-.020949179,-.021280171,-.10906357,.51032197,-.0054880688,.40245551,-.79385543,-.021924011,-.021924106,-.033134259,-.033135593,1.2028965,1.7257426,1.5266657
NYA02B,id speech,.4765625,-.23153195,-.10821481,-1.3564663,.79428279,-.99433738,.042678639,-.47907797,-1.0877997,-.33288878,-.079687685,-.048664812,.20150004,-1.2852874,-.44283745,-.27207243,.0024062933,1.0636362,1.5940461,.17484373,-.54814029,-.026977785,.88867635,1.1181339,.12049296,.062155843,.25207561,1.2335216,.028844582,-.1123815,.16152355,.17281964,.031321984,1.7667803,.96335691,1.7235289,.082696415,.73023695,.93397748,.92727381,1.8220006,1.3293023,1.8900316,.25081348,.82584763,1.2842106,1.3332567,-.14730248,.25219494,-.17654139,-1.2075716,.23265649,-.26752165,-.30759051,-1.1590778,-1.2165743,.2467386,-.15912519,.082125895,.25081262,-1.207571,1.5105783,.74489319,1.8523856,1.9304551,1.9167987,1.7710533,1.0648875,1.9492912,1.9322767,1.5420527,.81488842,.37432501,.86595744,1.6650037,1.3082962,1.0590407,.39880252,.077313781,.58857018,.029253228,-.013219276,-.05130915,.00020263426,.005217392,.018584512,-.05130918,.0075067813,.40016818,-1.1346493,.020493701,-.34881651,.98778826,-.28501335,-.28501338,.3359459,.33594841,-1.4549477,-1.8299507,-1.5266658
NYA02C,ad song,.6796875,1.086681,1.1560239,1.6312746,-.3090829,1.2276015,.96370584,1.3065615,1.5606133,.82246262,.73142755,.37343153,-.58762181,.096529022,.36449784,.71230727,.59188426,-.88429075,-.90163451,-.93589687,-.43698624,-.36384201,-.28750038,-1.279438,-.98860109,.44526312,.22566903,-.84519839,.1374363,.7160303,.43666136,.33304048,-.39416313,-1.0120476,-.2710745,-.80798745,-.1178132,-.2107394,-.79637867,-.88322288,-1.0100125,-.32618257,-1.2300371,-.7111268,-.49915531,-.74247766,-.76696783,-.075917654,.54492128,.43036529,1.0841248,.62139893,.22410621,.16653627,1.282779,.18370228,-.071640439,.6675933,-.11724202,-.71112436,1.0841242,-1.042915,-.89094365,-1.0857947,-1.1849793,-1.2376739,-1.3192068,-1.1270752,-1.3689711,-1.3352021,-1.0878752,-.73448986,-.75895888,-.14767297,-.876432,-.81578559,-.76639688,-.75883329,-.38925269,-.58577192,.030809596,.056052297,.1299838,-.0042589903,-.00620243,-.0094138021,.12998387,.038717888,-.20768589,1.1310366,-.010045094,.46124324,-.5956198,-.021924011,-.021924106,-.43902555,-.43902788,-.76778913,-.83001727,1.5266657
NYA02D,ad speech,.37254903,-.74028099,-.69435835,-.352862,-.27925068,-.39261931,-.67314327,-.80485302,-.76846206,-.42392114,-.61575741,.1173028,1.1724433,.53161544,-.22431402,-.34036523,-.24508765,.031140368,-.2706036,.053964064,1.876552,.52347428,-.19209687,.080158144,.30700323,-.8378104,-.66866863,.50912541,-.04988429,-1.0653764,-.84697181,-.71100175,.53247654,.49238932,.64640826,-.17101431,-.85414779,.86746258,1.0206836,.99775541,.74428004,.77826303,.35476857,-.9304589,1.5750909,.92695063,.78365833,1.5647744,.83764762,.99389225,-.20525469,.73919982,1.2835736,1.268667,-.33324885,.30065599,-.50677121,-1.1599665,-.85467726,-.93045568,-.20525458,1.5105783,1.5946451,.84867114,.68266612,.89691961,.95562935,1.7281169,.94973701,.822047,.35121933,.30980587,.097103536,-.040315874,.17240657,.25582352,.27150947,.094018653,-.25081801,.27471268,-.002752058,-.027756399,-.057725482,-.00054763455,-.00035242471,-.0045349142,-.057725515,-.024944505,-.083418615,-.50670815,-.0049605388,-.51488221,.40168726,.32886177,.32886159,.13621572,.13621399,1.0198401,.93422616,-1.5266658
NYA03A,id song,.45901638,.05190834,-.12688647,.32421097,-.61720711,.70995975,.033799071,-.088140234,-.21218792,.62228459,.9813152,-.19176488,.52087724,.44172129,.6604498,.49700442,-.051881727,-.27225107,-.3154363,.013197565,-.64294523,.85079479,-.38328418,-.16636215,.32409471,.098622724,-.067058787,-1.0290798,.031898595,.52979851,.060742214,-.14996816,-.75545311,-1.2212254,-1.1155756,-1.2297732,-.1016707,-1.3036444,-.64077866,-.54612237,-1.2967323,-1.3218033,-1.2931099,-.27876571,-1.6245036,-1.3328835,-1.2478853,-.8836059,-1.3748003,-.35029304,.67299438,-1.124261,-.99715519,-.91471612,.80846816,.32292816,.98112732,.015108081,-.10024982,-.27876475,.67299408,-1.4571762,-1.29072,-1.3928638,-1.2677857,-1.4721971,-1.429661,-1.1979759,-1.2772652,-1.3131423,-.56335557,-.23828202,.2265951,-1.0368632,-.3938792,-.26229724,-.67523015,.19192588,.015445841,-.70017248,-.2715151,-.50463396,-.8660472,-.0091797076,-.020391639,-.080209695,-.86604768,-.30919427,.24671318,-.69536418,-.087778658,-.9653101,-.55291826,.10962046,.10962053,.33686331,.33686498,1.1433444,.97193462,1.10571
NYA03B,id speech,.23577236,.53487819,.71889627,-.56728703,1.5942122,.31479335,.85666555,.40497053,-.34947324,-.4750199,-.32192075,-.33292198,.58179116,-1.3055012,-.67217571,-.40351769,-.1440828,-.50430816,-.56594586,-.036178146,.34215224,-.79168642,-.3892774,-.84667909,-.37289199,-.057334699,.14836106,.81629175,.015610006,-.23567995,.082643688,.19931975,.41183975,1.0342649,.65266412,1.6492382,.17926876,.85275972,.5729211,.56814796,1.7876898,1.4606248,2.0452793,-.062007889,1.6515428,1.6764911,1.6482022,1.0505069,1.4110532,.75237352,.34526598,1.34661,1.197367,1.0817455,.011522088,-1.2965316,-.78779149,.015108081,.17727931,-.062007677,.34526584,2.2012854,2.0946383,2.1894765,2.2201009,1.8698339,1.8294207,2.281986,2.4431961,2.177954,1.7578555,1.0312934,.31535879,3.1101494,1.599892,1.1552722,1.6325488,.42328626,-.45082131,1.377736,-.0028627804,-.36475837,-.83617634,-.017118545,-.050572295,.033788085,-.83617681,-.015349389,-.20421809,-.15155903,.038671914,.11843833,-.18593307,.10962046,.10962053,.63435477,.63435614,-.92187077,-.74283999,-2.08794
