id,sung,infdir,cat,baby,adult,score,rt,rt_correct,pers
TSI12A,1,1,id song,.7890625,.2109375,.7890625,4.0832081,4.0832081,TSI12
TSI12B,0,1,id speech,.41025642,.58974361,.41025642,3.9582918,3.9582918,TSI12
TSI13C,1,0,ad song,.71818179,.28181818,.28181818,2.0810001,2.0810001,TSI13
TSI13D,0,0,ad speech,.29914531,.70085472,.70085472,3.8060887,3.8060887,TSI13
TSI13A,1,1,id song,.48760331,.51239669,.48760331,3.9153159,3.9153159,TSI13
TSI13B,0,1,id speech,.49166667,.50833333,.49166667,4.0889826,4.0889826,TSI13
TUR01C,1,0,ad song,.66141731,.33858266,.33858266,4.1583023,4.1583023,TUR01
TUR01D,0,0,ad speech,.5,.5,.5,3.9893076,3.9893076,TUR01
TUR01A,1,1,id song,.81818181,.18181819,.81818181,3.1262803,3.1262803,TUR01
TUR01B,0,1,id speech,.89781022,.10218978,.89781022,2.8518863,2.8518863,TUR01
TUR02C,1,0,ad song,.89999998,.1,.1,3.3869166,3.3869166,TUR02
TUR02A,1,1,id song,.94262296,.057377048,.94262296,2.9796846,2.9796846,TUR02
TUR02B,0,1,id speech,.96992481,.030075189,.96992481,3.5638595,3.5638595,TUR02
TUR03C,1,0,ad song,.66423357,.33576643,.33576643,3.8283095,3.8283095,TUR03
TUR03D,0,0,ad speech,.5925926,.4074074,.4074074,3.3467619,3.3467619,TUR03
TUR03A,1,1,id song,.87022901,.12977099,.87022901,3.2840722,3.2840722,TUR03
TUR03B,0,1,id speech,.88976377,.11023622,.88976377,3.3588364,3.3588364,TUR03
TUR04C,1,0,ad song,.76991153,.2300885,.2300885,4.5514169,4.5514169,TUR04
TUR04D,0,0,ad speech,.24576271,.75423729,.75423729,3.3428864,3.3428864,TUR04
TUR04A,1,1,id song,.25409836,.74590164,.25409836,3.4189668,3.4189668,TUR04
TUR04B,0,1,id speech,.74436092,.25563911,.74436092,3.7372372,3.7372372,TUR04
TUR05C,1,0,ad song,.18584071,.81415927,.81415927,2.6244066,2.6244066,TUR05
TUR05D,0,0,ad speech,.10526316,.89473683,.89473683,3.7255764,3.7255764,TUR05
TUR05A,1,1,id song,.50819671,.49180329,.50819671,3.8172834,3.8172834,TUR05
TUR05B,0,1,id speech,.76666665,.23333333,.76666665,3.7245412,3.7245412,TUR05
TUR06C,1,0,ad song,.78899086,.21100917,.21100917,3.6270435,3.6270435,TUR06
TUR06D,0,0,ad speech,.18446602,.815534,.815534,3.9774635,3.9774635,TUR06
TUR06A,1,1,id song,.95652175,.043478262,.95652175,2.8825037,2.8825037,TUR06
TUR06B,0,1,id speech,.99199998,.0080000004,.99199998,2.1825771,2.1825771,TUR06
TUR07C,1,0,ad song,.74489796,.25510204,.25510204,4.1747828,4.1747828,TUR07
TUR07D,0,0,ad speech,.099173553,.90082645,.90082645,3.965198,3.965198,TUR07
TUR07A,1,1,id song,.88235295,.11764706,.88235295,3.1260309,3.1260309,TUR07
TUR07B,0,1,id speech,.85365856,.14634146,.85365856,3.0005047,3.0005047,TUR07
TUR08C,1,0,ad song,.75423729,.24576271,.24576271,3.3357856,3.3357856,TUR08
TUR08D,0,0,ad speech,.19266056,.80733943,.80733943,4.0725908,4.0725908,TUR08
TUR08A,1,1,id song,.95934957,.040650405,.95934957,2.3008051,2.3008051,TUR08
TUR08B,0,1,id speech,.5597015,.4402985,.5597015,3.8360405,3.8360405,TUR08
TUR09C,1,0,ad song,.45689654,.54310346,.54310346,4.1191802,4.1191802,TUR09
TUR09D,0,0,ad speech,.18627451,.81372547,.81372547,2.2952962,2.2952962,TUR09
TUR09A,1,1,id song,.64754099,.35245901,.64754099,4.1544676,4.1544676,TUR09
TUR09B,0,1,id speech,.456,.54400003,.456,4.6191401,4.6191401,TUR09
TUR10C,1,0,ad song,.91071427,.089285716,.089285716,2.8146667,2.8146667,TUR10
TUR10D,0,0,ad speech,.1574074,.8425926,.8425926,3.2659888,3.2659888,TUR10
TUR10A,1,1,id song,.92307693,.07692308,.92307693,3.1800168,3.1800168,TUR10
TUR10B,0,1,id speech,.93617022,.063829787,.93617022,3.8104961,3.8104961,TUR10
TUR11C,1,0,ad song,.47272727,.5272727,.5272727,3.3008947,3.3008947,TUR11
TUR11D,0,0,ad speech,.078651689,.92134833,.92134833,4.4172277,4.4172277,TUR11
TUR11A,1,1,id song,.80158728,.1984127,.80158728,3.2359693,3.2359693,TUR11
TUR11B,0,1,id speech,.94915253,.050847456,.94915253,2.637892,2.637892,TUR11
TUR12C,1,0,ad song,.37984496,.62015504,.62015504,3.5169115,3.5169115,TUR12
TUR12D,0,0,ad speech,.3898305,.61016947,.61016947,3.6397605,3.6397605,TUR12
TUR12A,1,1,id song,.81415927,.18584071,.81415927,3.8091888,3.8091888,TUR12
TUR12B,0,1,id speech,.5673759,.4326241,.5673759,3.3477595,3.3477595,TUR12
TUR13C,1,0,ad song,.70992368,.29007635,.29007635,2.3353684,2.3353684,TUR13
TUR13D,0,0,ad speech,.1262136,.87378639,.87378639,2.5545113,2.5545113,TUR13
TUR13A,1,1,id song,.92523366,.074766353,.92523366,3.0591514,3.0591514,TUR13
TUR13B,0,1,id speech,.53846157,.46153846,.53846157,4.772058,4.772058,TUR13
TUR14C,1,0,ad song,.65346533,.34653464,.34653464,2.9159117,2.9159117,TUR14
TUR14D,0,0,ad speech,.087719299,.91228068,.91228068,3.1176894,3.1176894,TUR14
TUR14A,1,1,id song,.80000001,.2,.80000001,3.2954736,3.2954736,TUR14
TUR14B,0,1,id speech,.96153843,.03846154,.96153843,2.2237155,2.2237155,TUR14
TUR15C,1,0,ad song,.63636363,.36363637,.36363637,3.421,3.421,TUR15
TUR15D,0,0,ad speech,.53398061,.46601942,.46601942,4.8062081,4.8062081,TUR15
TUR15A,1,1,id song,.9099099,.090090089,.9099099,2.91607,2.91607,TUR15
TUR15B,0,1,id speech,.73939395,.26060605,.73939395,3.9385333,3.9385333,TUR15
TUR16C,1,0,ad song,.92741936,.072580643,.072580643,4.4277778,4.4277778,TUR16
TUR16D,0,0,ad speech,.047619049,.95238096,.95238096,2.8732576,2.8732576,TUR16
TUR16A,1,1,id song,.90370369,.096296296,.90370369,3.3949587,3.3949587,TUR16
TUR16B,0,1,id speech,.90845072,.091549292,.90845072,3.1365891,3.1365891,TUR16
TUR17C,1,0,ad song,.81578946,.18421052,.18421052,3.4503334,3.4503334,TUR17
TUR17D,0,0,ad speech,.098039217,.90196079,.90196079,2.5458333,2.5458333,TUR17
TUR17A,1,1,id song,.87199998,.12800001,.87199998,3.4167075,3.4167075,TUR17
TUR17B,0,1,id speech,.8321678,.16783217,.8321678,3.331265,3.331265,TUR17
TUR18C,1,0,ad song,.83606559,.16393442,.16393442,3.3969412,3.3969412,TUR18
TUR18D,0,0,ad speech,.41666666,.58333331,.58333331,3.9475152,3.9475152,TUR18
TUR18A,1,1,id song,.89600003,.104,.89600003,2.9542844,2.9542844,TUR18
TUR18B,0,1,id speech,.625,.375,.625,4.9083867,4.9083867,TUR18
TUR19C,1,0,ad song,.82300884,.17699115,.17699115,2.7846501,2.7846501,TUR19
TUR19D,0,0,ad speech,.33333334,.66666669,.66666669,3.2903419,3.2903419,TUR19
TUR19A,1,1,id song,.92805755,.071942449,.92805755,3.0629454,3.0629454,TUR19
TUR19B,0,1,id speech,.94354838,.056451611,.94354838,3.3614957,3.3614957,TUR19
TUR20C,1,0,ad song,.55084747,.44915253,.44915253,3.3426862,3.3426862,TUR20
TUR20D,0,0,ad speech,.079545453,.92045456,.92045456,3.7312279,3.7312279,TUR20
TUR20A,1,1,id song,.7846154,.21538462,.7846154,3.2702425,3.2702425,TUR20
TUR20B,0,1,id speech,.70634919,.29365081,.70634919,3.6556745,3.6556745,TUR20
USD01C,1,0,ad song,.6122449,.3877551,.3877551,2.9471579,2.9471579,USD01
USD01D,0,0,ad speech,.095238097,.90476191,.90476191,3.2144079,3.2144079,USD01
USD01A,1,1,id song,.92380953,.076190479,.92380953,2.434375,2.434375,USD01
USD01B,0,1,id speech,.88461536,.11538462,.88461536,3.1880112,3.1880112,USD01
USD02D,0,0,ad speech,.20212767,.79787236,.79787236,3.9991667,3.9991667,USD02
USD02A,1,1,id song,.97435898,.025641026,.97435898,2.0147433,2.0147433,USD02
USD02B,0,1,id speech,.93442625,.065573767,.93442625,2.5535133,2.5535133,USD02
USD03C,1,0,ad song,.25,.75,.75,3.6388314,3.6388314,USD03
USD03D,0,0,ad speech,.28448275,.71551722,.71551722,5.0046024,5.0046024,USD03
USD03A,1,1,id song,.93277311,.067226894,.93277311,2.4423084,2.4423084,USD03
USD03B,0,1,id speech,.96666664,.033333335,.96666664,2.0490696,2.0490696,USD03
USD04C,1,0,ad song,.23655914,.76344085,.76344085,3.922507,3.922507,USD04
USD04D,0,0,ad speech,.087378643,.91262138,.91262138,3.3434668,3.3434668,USD04
USD04A,1,1,id song,.88800001,.112,.88800001,3.3174038,3.3174038,USD04
USD04B,0,1,id speech,.96521741,.034782607,.96521741,2.1333423,2.1333423,USD04
USD05C,1,0,ad song,.70434785,.29565218,.29565218,3.3407879,3.3407879,USD05
USD05D,0,0,ad speech,.63917524,.36082473,.36082473,3.5170295,3.5170295,USD05
USD05A,1,1,id song,.93137252,.068627454,.93137252,3.4119473,3.4119473,USD05
USD05B,0,1,id speech,.90265489,.097345136,.90265489,3.1865489,3.1865489,USD05
USD06C,1,0,ad song,.39130434,.60869563,.60869563,2.9784429,2.9784429,USD06
USD06D,0,0,ad speech,.35652173,.64347827,.64347827,4.1557121,4.1557121,USD06
USD06A,1,1,id song,.96226418,.03773585,.96226418,1.9650588,1.9650588,USD06
USD06B,0,1,id speech,.95535713,.044642858,.95535713,2.1954381,2.1954381,USD06
USD07C,1,0,ad song,.85185188,.14814815,.14814815,3.7312,3.7312,USD07
USD07D,0,0,ad speech,.13131313,.86868685,.86868685,2.9516745,2.9516745,USD07
USD07A,1,1,id song,.86915886,.13084112,.86915886,3.2780542,3.2780542,USD07
USD07B,0,1,id speech,.93684208,.063157894,.93684208,2.1947954,2.1947954,USD07
USD08C,1,0,ad song,.088888891,.91111112,.91111112,2.5961828,2.5961828,USD08
USD08D,0,0,ad speech,.089887641,.91011238,.91011238,2.8939376,2.8939376,USD08
USD08A,1,1,id song,.75199997,.248,.75199997,2.8163512,2.8163512,USD08
USD08B,0,1,id speech,.86440676,.13559322,.86440676,2.3677058,2.3677058,USD08
USD09C,1,0,ad song,.77692306,.22307692,.22307692,4.1185999,4.1185999,USD09
USD09A,1,1,id song,.92523366,.074766353,.92523366,2.504796,2.504796,USD09
USD10C,1,0,ad song,.18947369,.81052631,.81052631,2.9295466,2.9295466,USD10
USD10A,1,1,id song,.93000001,.07,.93000001,2.19557,2.19557,USD10
USD10B,0,1,id speech,.77570093,.22429906,.77570093,2.4620245,2.4620245,USD10
USD11D,0,0,ad speech,.14423077,.85576922,.85576922,4.5146551,4.5146551,USD11
USD11A,1,1,id song,.98305082,.016949153,.98305082,2.3445518,2.3445518,USD11
USD12D,0,0,ad speech,.039215688,.96078432,.96078432,2.989912,2.989912,USD12
USD12A,1,1,id song,.95901638,.040983606,.95901638,2.0602565,2.0602565,USD12
USD12B,0,1,id speech,.93636364,.063636363,.93636364,2.9145727,2.9145727,USD12
USD13C,1,0,ad song,.91346157,.086538464,.086538464,2.5588889,2.5588889,USD13
USD13D,0,0,ad speech,.41573033,.58426964,.58426964,4.9723878,4.9723878,USD13
USD13A,1,1,id song,.90654206,.093457945,.90654206,3.345103,3.345103,USD13
USD13B,0,1,id speech,.96521741,.034782607,.96521741,2.1330826,2.1330826,USD13
USD14C,1,0,ad song,.44144145,.55855858,.55855858,3.0355806,3.0355806,USD14
USD14D,0,0,ad speech,.10091743,.89908254,.89908254,3.3052063,3.3052063,USD14
USD14A,1,1,id song,.87179488,.12820514,.87179488,2.9591863,2.9591863,USD14
USD14B,0,1,id speech,.98989898,.01010101,.98989898,2.2755103,2.2755103,USD14
USD15C,1,0,ad song,.2631579,.7368421,.7368421,3.2035942,3.2035942,USD15
USD15D,0,0,ad speech,.098214284,.90178573,.90178573,3.1305656,3.1305656,USD15
USD15A,1,1,id song,.37931034,.62068963,.37931034,4.1327777,4.1327777,USD15
USD15B,0,1,id speech,.9055118,.094488189,.9055118,3.0767858,3.0767858,USD15
USD16C,1,0,ad song,.72380954,.27619049,.27619049,4.3925862,4.3925862,USD16
USD16D,0,0,ad speech,.59183675,.40816328,.40816328,3.7046285,3.7046285,USD16
USD16A,1,1,id song,.84799999,.152,.84799999,4.3695002,4.3695002,USD16
USD17C,1,0,ad song,.55882353,.44117647,.44117647,3.6470683,3.6470683,USD17
USD17D,0,0,ad speech,.18478261,.81521738,.81521738,4.187284,4.187284,USD17
USD17A,1,1,id song,.92105263,.078947365,.92105263,2.5817378,2.5817378,USD17
USD17B,0,1,id speech,.96296299,.037037037,.96296299,2.9696922,2.9696922,USD17
USD18C,1,0,ad song,.85436893,.14563107,.14563107,2.9772,2.9772,USD18
USD18D,0,0,ad speech,.26785713,.73214287,.73214287,3.583282,3.583282,USD18
USD18A,1,1,id song,.8888889,.11111111,.8888889,2.1815276,2.1815276,USD18
USD18B,0,1,id speech,.91509432,.084905662,.91509432,3.020052,3.020052,USD18
USD19C,1,0,ad song,.39393941,.60606062,.60606062,2.5043333,2.5043333,USD19
USD19D,0,0,ad speech,.14736842,.85263157,.85263157,3.7493925,3.7493925,USD19
USD19A,1,1,id song,.91379309,.086206898,.91379309,2.5302358,2.5302358,USD19
USD19B,0,1,id speech,.94827586,.05172414,.94827586,2.1923363,2.1923363,USD19
USD20C,1,0,ad song,.83486241,.16513762,.16513762,2.8454707,2.8454707,USD20
USD20D,0,0,ad speech,.14736842,.85263157,.85263157,4.1994486,4.1994486,USD20
USD20A,1,1,id song,.96062994,.039370079,.96062994,2.1025372,2.1025372,USD20
USD20B,0,1,id speech,.94017094,.05982906,.94017094,2.2930458,2.2930458,USD20
USD21C,1,0,ad song,.93548387,.064516127,.064516127,3.2756667,3.2756667,USD21
USD21D,0,0,ad speech,.041237112,.95876288,.95876288,3.0099893,3.0099893,USD21
USD21A,1,1,id song,.93396229,.066037737,.93396229,2.7636566,2.7636566,USD21
USD21B,0,1,id speech,.95327103,.046728972,.95327103,2.7819192,2.7819192,USD21
USD22C,1,0,ad song,.50877196,.49122807,.49122807,3.0586965,3.0586965,USD22
USD22D,0,0,ad speech,.074468084,.92553192,.92553192,3.5680482,3.5680482,USD22
USD22A,1,1,id song,.91525424,.084745765,.91525424,3.5465279,3.5465279,USD22
USD22B,0,1,id speech,.69230771,.30769232,.69230771,4.0438638,4.0438638,USD22
USD23C,1,0,ad song,.44565219,.55434781,.55434781,3.0602448,3.0602448,USD23
USD23D,0,0,ad speech,.094736844,.90526319,.90526319,3.4837999,3.4837999,USD23
USD23A,1,1,id song,.91525424,.084745765,.91525424,2.6597476,2.6597476,USD23
USD23B,0,1,id speech,.92660552,.073394492,.92660552,2.5717001,2.5717001,USD23
USD24C,1,0,ad song,.61061949,.38938054,.38938054,2.9887142,2.9887142,USD24
USD24D,0,0,ad speech,.23762377,.76237625,.76237625,3.7714026,3.7714026,USD24
USD24A,1,1,id song,.9921875,.0078125,.9921875,1.9549516,1.9549516,USD24
USD24B,0,1,id speech,.94656491,.053435113,.94656491,2.8620162,2.8620162,USD24
USD25C,1,0,ad song,.47706422,.52293581,.52293581,3.602807,3.602807,USD25
USD25D,0,0,ad speech,.26530612,.73469388,.73469388,5.0612087,5.0612087,USD25
USD25A,1,1,id song,.97058821,.029411765,.97058821,2.2239797,2.2239797,USD25
USD25B,0,1,id speech,.85344827,.14655173,.85344827,2.9937677,2.9937677,USD25
USD26C,1,0,ad song,.32183909,.67816091,.67816091,2.6532035,2.6532035,USD26
USD26D,0,0,ad speech,.48958334,.51041669,.51041669,4.5828366,4.5828366,USD26
USD26A,1,1,id song,.90654206,.093457945,.90654206,2.8508422,2.8508422,USD26
USD26B,0,1,id speech,.93442625,.065573767,.93442625,2.3681405,2.3681405,USD26
USD27C,1,0,ad song,.51485151,.48514852,.48514852,3.8983469,3.8983469,USD27
USD27D,0,0,ad speech,.04255319,.95744681,.95744681,2.7107444,2.7107444,USD27
USD27A,1,1,id song,.92424244,.075757578,.92424244,2.7337687,2.7337687,USD27
USD27B,0,1,id speech,.96039605,.03960396,.96039605,1.8785876,1.8785876,USD27
USD28C,1,0,ad song,.36842105,.63157892,.63157892,3.1825333,3.1825333,USD28
USD28D,0,0,ad speech,.19277108,.80722892,.80722892,3.8126407,3.8126407,USD28
USD28A,1,1,id song,.92307693,.07692308,.92307693,2.3842857,2.3842857,USD28
USD28B,0,1,id speech,.91891891,.081081077,.91891891,2.7039216,2.7039216,USD28
USD29C,1,0,ad song,.35643566,.64356434,.64356434,3.5520635,3.5520635,USD29
USD29D,0,0,ad speech,.026785715,.97321427,.97321427,3.3751853,3.3751853,USD29
USD29A,1,1,id song,.41353384,.58646619,.41353384,4.2911696,4.2911696,USD29
USD29B,0,1,id speech,.5403226,.45967743,.5403226,4.2005625,4.2005625,USD29
VAN01C,1,0,ad song,.78813559,.21186441,.21186441,2.96088,2.96088,VAN01
VAN01D,0,0,ad speech,.38461539,.61538464,.61538464,4.3376203,4.3376203,VAN01
VAN01A,1,1,id song,.68907565,.31092438,.68907565,3.7075679,3.7075679,VAN01
VAN01B,0,1,id speech,.83471072,.16528925,.83471072,5.0372682,5.0372682,VAN01
VAN02C,1,0,ad song,.91666669,.083333336,.083333336,4.1393752,4.1393752,VAN02
VAN02D,0,0,ad speech,.3888889,.6111111,.6111111,5.3484001,5.3484001,VAN02
VAN02A,1,1,id song,.8309859,.16901408,.8309859,3.449374,3.449374,VAN02
VAN02B,0,1,id speech,.042735044,.95726496,.042735044,2.0704,2.0704,VAN02
VAN03B,0,1,id speech,.63432837,.36567163,.63432837,3.5948796,3.5948796,VAN03
VAN04C,1,0,ad song,.89215684,.10784314,.10784314,4.1553636,4.1553636,VAN04
VAN04D,0,0,ad speech,.25,.75,.75,3.7005632,3.7005632,VAN04
VAN04A,1,1,id song,.81538463,.18461539,.81538463,4.0705867,4.0705867,VAN04
VAN04B,0,1,id speech,.57851237,.4214876,.57851237,4.338294,4.338294,VAN04
VAN05C,1,0,ad song,.7079646,.2920354,.2920354,3.9338439,3.9338439,VAN05
VAN05D,0,0,ad speech,.78947371,.21052632,.21052632,3.8443601,3.8443601,VAN05
VAN05A,1,1,id song,.83333331,.16666667,.83333331,3.0777767,3.0777767,VAN05
VAN05B,0,1,id speech,.70422536,.29577464,.70422536,3.667758,3.667758,VAN05
VAN06C,1,0,ad song,.4952381,.50476193,.50476193,2.9353137,2.9353137,VAN06
VAN06D,0,0,ad speech,.17699115,.82300884,.82300884,3.1275935,3.1275935,VAN06
VAN06A,1,1,id song,.68840581,.31159419,.68840581,3.6008091,3.6008091,VAN06
VAN06B,0,1,id speech,.076190479,.92380953,.076190479,4.4272857,4.4272857,VAN06
VAN07C,1,0,ad song,.592233,.407767,.407767,3.5387619,3.5387619,VAN07
VAN07D,0,0,ad speech,.17757009,.8224299,.8224299,3.5639317,3.5639317,VAN07
VAN07A,1,1,id song,.53125,.46875,.53125,3.9202001,3.9202001,VAN07
VAN07B,0,1,id speech,.1300813,.8699187,.1300813,2.71875,2.71875,VAN07
VAN08C,1,0,ad song,.8515625,.1484375,.1484375,2.9356315,2.9356315,VAN08
VAN08D,0,0,ad speech,.64462811,.35537189,.35537189,4.4258537,4.4258537,VAN08
VAN08B,0,1,id speech,.264,.736,.264,4.5173335,4.5173335,VAN08
VAN09C,1,0,ad song,.80645162,.19354838,.19354838,3.3466668,3.3466668,VAN09
VAN09D,0,0,ad speech,.26724139,.73275864,.73275864,3.4463856,3.4463856,VAN09
VAN09A,1,1,id song,.8923077,.10769231,.8923077,3.0939474,3.0939474,VAN09
VAN09B,0,1,id speech,.23239437,.76760566,.23239437,5.0208435,5.0208435,VAN09
VAN10C,1,0,ad song,.6509434,.3490566,.3490566,3.5308919,3.5308919,VAN10
VAN10D,0,0,ad speech,.56692916,.43307087,.43307087,2.8408868,2.8408868,VAN10
VAN10A,1,1,id song,.47826087,.52173913,.47826087,3.9714365,3.9714365,VAN10
VAN10B,0,1,id speech,.33870968,.66129035,.33870968,4.6117558,4.6117558,VAN10
VAN11C,1,0,ad song,.79831934,.20168068,.20168068,4.093091,4.093091,VAN11
VAN11D,0,0,ad speech,.38938054,.61061949,.61061949,3.6946323,3.6946323,VAN11
VAN11B,0,1,id speech,.14173229,.85826772,.14173229,4.2376113,4.2376113,VAN11
VAN12C,1,0,ad song,.78571427,.21428572,.21428572,3.2043042,3.2043042,VAN12
VAN12D,0,0,ad speech,.55000001,.44999999,.44999999,2.6087046,2.6087046,VAN12
VAN12A,1,1,id song,.65277779,.34722221,.65277779,3.7202659,3.7202659,VAN12
VAN12B,0,1,id speech,.64197528,.35802469,.64197528,3.7787199,3.7787199,VAN12
VAN13C,1,0,ad song,.87931037,.12068965,.12068965,3.4765384,3.4765384,VAN13
VAN13D,0,0,ad speech,.45045045,.54954952,.54954952,4.2056608,4.2056608,VAN13
VAN13B,0,1,id speech,.13559322,.86440676,.13559322,4.0639334,4.0639334,VAN13
VAN14C,1,0,ad song,.78813559,.21186441,.21186441,4.3049202,4.3049202,VAN14
VAN14D,0,0,ad speech,.44859812,.55140185,.55140185,3.5989482,3.5989482,VAN14
VAN14A,1,1,id song,.73913044,.26086956,.73913044,3.0970235,3.0970235,VAN14
VAN14B,0,1,id speech,.5905512,.40944883,.5905512,2.9579167,2.9579167,VAN14
VAN15C,1,0,ad song,.61654133,.38345864,.38345864,3.3236382,3.3236382,VAN15
VAN15D,0,0,ad speech,.35454544,.64545453,.64545453,4.0498714,4.0498714,VAN15
VAN15A,1,1,id song,.60000002,.40000001,.60000002,3.7377753,3.7377753,VAN15
VAN15B,0,1,id speech,.20689656,.79310346,.20689656,3.1838889,3.1838889,VAN15
VAN16C,1,0,ad song,.73076922,.26923078,.26923078,2.9152858,2.9152858,VAN16
VAN16D,0,0,ad speech,.13445379,.86554623,.86554623,2.8526602,2.8526602,VAN16
VAN16A,1,1,id song,.74834436,.25165564,.74834436,3.5641696,3.5641696,VAN16
VAN16B,0,1,id speech,.20610687,.79389316,.20610687,3.3757038,3.3757038,VAN16
VAN17C,1,0,ad song,.87943262,.12056737,.12056737,3.6321876,3.6321876,VAN17
VAN17D,0,0,ad speech,.16964285,.83035713,.83035713,3.8907282,3.8907282,VAN17
VAN17A,1,1,id song,.76923078,.23076923,.76923078,3.2652712,3.2652712,VAN17
VAN17B,0,1,id speech,.19672132,.80327868,.19672132,4.4653912,4.4653912,VAN17
VAN18C,1,0,ad song,.47058824,.52941179,.52941179,3.5485411,3.5485411,VAN18
VAN18D,0,0,ad speech,.33035713,.66964287,.66964287,4.2496572,4.2496572,VAN18
VAN18A,1,1,id song,.65600002,.34400001,.65600002,3.7458701,3.7458701,VAN18
VAN18B,0,1,id speech,.86821705,.13178295,.86821705,3.5711,3.5711,VAN18
VAN19C,1,0,ad song,.8125,.1875,.1875,3.4321764,3.4321764,VAN19
VAN19D,0,0,ad speech,.44827586,.55172414,.55172414,3.4756985,3.4756985,VAN19
VAN19A,1,1,id song,.56028366,.43971631,.56028366,3.4772987,3.4772987,VAN19
VAN19B,0,1,id speech,.45522389,.54477614,.45522389,4.0604424,4.0604424,VAN19
VAN20C,1,0,ad song,.74038464,.25961539,.25961539,3.4595833,3.4595833,VAN20
VAN20D,0,0,ad speech,.35344827,.64655173,.64655173,4.1772604,4.1772604,VAN20
VAN20B,0,1,id speech,.38016528,.61983472,.38016528,4.4460001,4.4460001,VAN20
VAN21C,1,0,ad song,.69166666,.30833334,.30833334,2.9455554,2.9455554,VAN21
VAN21D,0,0,ad speech,.44347826,.55652171,.55652171,3.3575239,3.3575239,VAN21
VAN21A,1,1,id song,.7734375,.2265625,.7734375,3.6368454,3.6368454,VAN21
VAN21B,0,1,id speech,.48101267,.51898736,.48101267,4.6098647,4.6098647,VAN21
VAN22C,1,0,ad song,.61000001,.38999999,.38999999,3.7383947,3.7383947,VAN22
VAN22D,0,0,ad speech,.20754717,.79245281,.79245281,4.3062649,4.3062649,VAN22
VAN22A,1,1,id song,.66666669,.33333334,.66666669,3.8543649,3.8543649,VAN22
VAN22B,0,1,id speech,.2361111,.7638889,.2361111,3.5614061,3.5614061,VAN22
VAN23C,1,0,ad song,.80281693,.1971831,.1971831,3.31004,3.31004,VAN23
VAN23D,0,0,ad speech,.46938777,.53061223,.53061223,4.0749373,4.0749373,VAN23
VAN23A,1,1,id song,.83076924,.16923077,.83076924,3.3033271,3.3033271,VAN23
VAN23B,0,1,id speech,.64957267,.35042736,.64957267,4.9408798,4.9408798,VAN23
WEL01C,1,0,ad song,.47222221,.52777779,.52777779,2.9297018,2.9297018,WEL01
WEL01D,0,0,ad speech,.85714287,.14285715,.14285715,5.4545884,5.4545884,WEL01
WEL01A,1,1,id song,.984375,.015625,.984375,2.5458159,2.5458159,WEL01
WEL01B,0,1,id speech,.9285714,.071428575,.9285714,2.5846837,2.5846837,WEL01
WEL02C,1,0,ad song,.28181818,.71818179,.71818179,3.3412468,3.3412468,WEL02
WEL02A,1,1,id song,.90399998,.096000001,.90399998,2.2452857,2.2452857,WEL02
WEL03C,1,0,ad song,.69999999,.30000001,.30000001,3.7783449,3.7783449,WEL03
WEL03D,0,0,ad speech,.80612242,.19387755,.19387755,5.4145265,5.4145265,WEL03
WEL03A,1,1,id song,.9375,.0625,.9375,2.4256239,2.4256239,WEL03
WEL04C,1,0,ad song,.33333334,.66666669,.66666669,3.2874532,3.2874532,WEL04
WEL04D,0,0,ad speech,.077777781,.9222222,.9222222,4.0528536,4.0528536,WEL04
WEL04A,1,1,id song,.91891891,.081081077,.91891891,2.2237327,2.2237327,WEL04
WEL04B,0,1,id speech,.78947371,.21052632,.78947371,3.262146,3.262146,WEL04
WEL05C,1,0,ad song,.26923078,.73076922,.73076922,3.4432983,3.4432983,WEL05
WEL05D,0,0,ad speech,.0125,.98750001,.98750001,3.4919872,3.4919872,WEL05
WEL05A,1,1,id song,.73949581,.26050422,.73949581,2.9962907,2.9962907,WEL05
WEL06C,1,0,ad song,.32352942,.67647058,.67647058,2.8631194,2.8631194,WEL06
WEL06D,0,0,ad speech,0,1,1,2.9955637,2.9955637,WEL06
WEL06A,1,1,id song,.89915967,.10084034,.89915967,2.8272991,2.8272991,WEL06
WEL06B,0,1,id speech,.71304345,.28695652,.71304345,4.5104499,4.5104499,WEL06
WEL07C,1,0,ad song,.16666667,.83333331,.83333331,2.8522375,2.8522375,WEL07
WEL07D,0,0,ad speech,.044444446,.95555556,.95555556,3.1566668,3.1566668,WEL07
WEL07A,1,1,id song,.91452992,.085470088,.91452992,3.5630193,3.5630193,WEL07
WEL07B,0,1,id speech,.93577981,.064220183,.93577981,3.1672475,3.1672475,WEL07
WEL08C,1,0,ad song,.85714287,.14285715,.14285715,3.576,3.576,WEL08
WEL08D,0,0,ad speech,.21505377,.78494626,.78494626,3.8124928,3.8124928,WEL08
WEL08A,1,1,id song,.902439,.097560972,.902439,3.2245946,3.2245946,WEL08
WEL08B,0,1,id speech,.86046511,.13953489,.86046511,3.7607837,3.7607837,WEL08
WEL09C,1,0,ad song,.48076922,.51923078,.51923078,3.3596227,3.3596227,WEL09
WEL09D,0,0,ad speech,.34285715,.65714288,.65714288,3.7138956,3.7138956,WEL09
WEL09A,1,1,id song,.92134833,.078651689,.92134833,3.1066341,3.1066341,WEL09
WEL09B,0,1,id speech,.70909089,.29090908,.70909089,4.2697067,4.2697067,WEL09
WEL10D,0,0,ad speech,.028571429,.97142857,.97142857,2.9057941,2.9057941,WEL10
